8b2e412d AbilitiesData
e898aa4d EnableOnStart
71202eae EnableOverrideIdleEffects
70cf84d3 EnableOverrideIdleParticles
b933a389 EnablePicking
802c1cfb EnablePillarBox
01cf0e0c EnableUnitOrderHandler
065db9cf EnableUnitStatusHealthBarNames
31c5cbb6 EnableVfx
02f3b39e Enabled
b8e2aaad EnabledAnimations
eb092951 EnabledUnitProperty
7b9b52c3 EnabledWidgets
14f3cff4 Enabler
82cfb185 Enablers
6299ab7e EncounterLength
d8275936 EncounterList
7c9e6829 EncounterLocation
6feaf470 EncounterPanelScene
bb4e51d0 EncounterSlotTemplate
db236bac EncounterTagOptions
d292c403 EncounterTags
bca8fa3a EncounterToggleButton
4371a441 EncounterTooltip
fca00ea8 EncounterVerticalList
4e5fff2b Encounters
6a8e75aa End
3adcf3d2 EndAlpha
771dee0e EndDate
bd8e2d9b EndFrame
4f2cd510 EndLocator
cc81b3d2 EndMoveSpeed
2c317acb EndOfGameAlias
3e6eebf5 EndPosition
bde13f16 EndRegion
5bf31310 EndingJointForTrailFollowTemp
d9b6cda9 EndingJointName
d8b7f07c Endpoint
8f0b8bb4 EndpointEvent
69ea6dab Enemy
f365a945 EnemyChampSpecificHealthSuffix
ed38c5a4 EnemyElementGroup
e0c6260a EnemyElements
43724cd0 EnemyFrame
39038b9a EnemyGem
95cbd1b3 EnemyLifeHealthTextColor
15505df2 EnemyMagicalDamage
7158618f EnemyMagicalDamageCritical
918929db EnemyPhysicalDamage
cf8231fa EnemyPhysicalDamageCritical
d43dd942 EnemyRevealDuration
618581ea EnemyTooltip
9cd9c316 EnemyTrueDamage
6f720713 EnemyTrueDamageCritical
29cc5095 Energy
b89acf97 EnergyGainAnim
6246290c EnlargeSize
c245e974 EnlargeTime
86a36ce1 EnterBoardEvent
8c6264bd EnterStealthEffect
6f5882f3 Entries
3fde18ad EntryEchoSfx
3641fce9 EntryRevealSfx
374b4469 EntrySfxOffset
a8a3777b EnvironmentShIrradiance
64e11f77 EpicGameIcon
b3d8f4b2 EpicGameIconFull
d1f55da4 EpicGameIconLit
bc702c01 EpicGameIconUnlit
57f4d047 EpicStatStone
5ee3c453 Epicness
837fcf93 EpicnessesInGroup
bd51112a EqualTo
39ad7a1b EquipButton
473bd9f1 EquippedIcon
c6fbacd5 ErosionDriveCurve
d3f8680f ErosionDriveSource
34bee0ea ErosionFeatherIn
2244caa3 ErosionFeatherOut
2b32227b ErosionMapAddressMode
b0794a80 ErosionMapChannelMixer
5da05f9b ErosionMapName
7c7970d8 ErosionSliceWidth
21918751 Error
9ac25712 ErrorBodyTra
48a8e1f4 ErrorColor
1bffa622 ErrorText
50b38f66 ErrorTitleText
5a6d11ed EsportCharacter
5129beed EsportLeagueTable
e0744f90 EsportTeamMatchingTable
6ba634bd EsportTeamTable
4158aeed EsportsEventMutator
fec6c537 EsportsLoadable
b9a56802 EsportsTeam
b002f5f5 EventBackdrop
57f4cfbc EventCardDefinition
85b47fcf EventEmptyGroup
c1c57d66 EventHubButton
0e5e548e EventIcon
207de4e8 EventIconAltarCapture
b07fadb1 EventIconKillBounty
93631881 EventIconKillNormal
bc3936a4 EventIconKillShutdown
c769c898 EventIconKillStreak
e9a2c3b5 EventIconReviveAlly
680f7c3c EventLeagueComboBoxDefinition
16270f7c EventLists
681402b4 EventMissionsCompletedKey
4d4dc426 EventMissionsCompletedText
f10a1a1f EventMutator
2a078c9c EventName
4a43d984 EventNameTraKey
e12f5ab7 EventParameters
3fa5afea EventPassButton
e785cbfc EventPassCompletedFrame
91680730 EventPassCompletedText
1bcb8bae EventPassExpText
11ea8ce7 EventPassLevelText
233ae74a EventPassNameText
1d481c09 EventPassNextRewardIcon
285fabdf EventPassNextRewardText
566a2caa EventPassThumbnail
d07745a5 EventSetData
6bc41154 EventTimer
8b4a7c5d EventTimerDefinition
b4d66609 EventToTrack
67ba1a3e EventTypeFields
12d8e384 Events
8ff5f744 EventsToTrack
10062fb6 EvoIcon
8f22dc9e Evolution
6d31463e EvolutionData
cadbdc64 EvolveButton
c1f1eefc ExButton
7f615b1b ExcludeIncrements
fa640713 ExcludedAttachmentTypes
84ffb06f ExcludedAugmentTags
136fc91f ExcludedAugments
3e3701e5 ExcludedEncounterTags
10e3dbdd ExcludedEncounters
d7750a6a ExcludedPortals
574b507a ExclusionChecks
d86afeef ExecutableBorder
1934e46f ExecutePrint
dce1f159 ExitBoardEvent
e19f2477 ExitConditions
1e7871ec ExitFlags
991fa1d6 ExitHitRegion
732faee5 ExitStealthEffect
56f2ddad ExpBar
cbbd569e ExpBarDivider
cc84e4ea ExpGivenOnDeath
7543819e ExpRadius
25e023d0 ExpScene
472ed1ef ExpText
ccfbfa84 ExpVfx
baffa255 ExpandButton
8944ef10 ExpandButtonDefinition
839fadac ExpandIcon
e467132e ExpandedByDefault
87806bf6 ExpandedChatElement
bf3d3499 ExpandedFriendsListScissorRegion
27a9d313 ExpandedHolderIcon
35e716ec ExpandedRegion
e38a9326 ExpandedStageScene
92f1f329 Experience
e64cdc86 ExperienceBar
db6d671a ExperienceHitRegion
53a54b1e ExperienceMeter
70d7d677 ExperienceRadius
019921be ExperimentalBehaviors
ef14711d ExpiryText
56f8bd50 ExtendTimeOnNewDamage
ae9071b4 ExtendedVisibilityDuration
badf029a Extension
47e0cdf1 ExtraAbilities
25f9aa72 ExtraActionButtonCount
766c34e6 ExtraAttacks
2cc9296f ExtraBars
660c8b4e ExtraCharacterPreloads
380e7a73 ExtraCounterAdvice
f549ff11 ExtraInfo
f1f20249 ExtraJointChains
8c1da1da ExtraSpells
558aca8f EyeCandy
945b0ec5 FaceTarget
aacfd877 FaceVelocity
5c2046ed FacingLine
1fc18d68 FacingLocation
f16d8413 Fade
3939118f FadeAcceleration
54222157 FadeAmount
1db30452 FadeAngle
7146b6bc FadeBar
0a131672 FadeColor
00c7c1ce FadeComponent
bd14855b FadeData
a34ded14 FadeDownTimeSecs
07b4ba87 FadeDuration
2617a432 FadeEasing
05ca119c FadeFinish
8e3e2923 FadeHoldTime
77cd7e28 FadeInData
9cfb5e22 FadeInRate
a95bba6b FadeMinionsDelaySecs
3e207a4d FadeMinionsTimeSecs
d8fb5a45 FadeOutData
c858c907 FadeOutRate
ebedd74e FadeSpeed
84b1d5a1 FadeStart
a40f930a FadeTime
38ef177b FadeToFoggedValue
d316d9e6 FadeTransisionTime
b8e861b9 FadeupTimeSecs
4643afcc FadingScene
d95c355c FailedSoundPath
56ff1fbc FailureIcon
16833ab5 FailureSubtitleTraKey
0a500602 FailureText
cec67027 FailureTexturePath
7bd86e15 FailureTitleTraKey
2c9338ea FairyColoration
7c82be94 FallbackDirection
6370ff58 FalloffColor
c61cab67 FalloffRate
a5b8cdf4 FalloffTexture
bcf819ee Far
db1cc90a FarClipPlane
c2049353 FarLeftIconSize
81e09bd8 FarLeftOffset
17f4ca3c FarRightIconSize
9e9e297f FarRightOffset
74381508 FavoriteIcon
cd3e9607 Fear
e4ba733d Feature
ae29287b FeatureDefines
25b76221 FeatureMask
5f8383ca Features
96f6d338 Ferocity
9a44ff4e FiatStoreDialog
5d60e987 FieldAccelerationDefinitions
c3e452a8 FieldAttractionDefinitions
ae4f2c3a FieldCollectionDefinition
b639c899 FieldDragDefinitions
fa390047 FieldNoiseDefinitions
8bac98d3 FieldOfView
6a906762 FieldOrbitalDefinitions
0640657c Fields
423a5de4 FightIcon
4cc2e39d FightLengthValueText
e76d37d6 FightRecapUiData
2961d08c FightTeamBackground
002514a5 FightTeamFrame
ed531a17 Fighting
a4914101 FightingFx
3f110988 Filename
81cd26c4 FilepathHash
3ee74090 Files
48e3661f FillColor
c84bbe59 FillDirection
8f7ddbd9 FillMeter
5b58b41f FillMeterOpponentColor
b2717a62 FillMeterSelfColor
fd19bd42 FillPattern
8feda1c8 FillTextureName
c7e16877 Filter
4054b33e FilterArenaToggle
a526b5bd FilterFeaturedToggle
883c4bff FilterList
4044d30e FilterMag
5ffc00df FilterMaterialLoadingByVisibility
19310df1 FilterMin
23311daf FilterMip
af360b29 FilterTacticianToggle
4c3c84af FilterType
f50b1a41 Filtering
abd6be4c Filters
645b6fe6 FinalFormLeftFx
6c055ceb FinalFormRightFx
3db8cf31 FinalSpawnCountPerInterval
a3e166e5 Finisher
c92f1f81 FinisherCutscene
23e59ebe FinisherLocatorName
b5e896c7 FinisherParticleFriendlyName
6794b612 FinisherParticleId
802d9047 FinisherParticleTroyFile
23925b89 FireColoration
40785f22 FireDrake
9aa349bf FireOnReturningToDeadZone
6419f82d FirstAcquisitionRange
6664d41e FirstBloodBonus
7fdd42a9 FirstElementSelectedAnimations
97d07e3b FirstElementSelectedDelayedAnimations
9a68e0da FirstItem
b2d1f547 FirstItemTimingOffset
88d24a96 FirstItemTimingOffsetEpic
58dfa084 FirstItemTimingOffsetLegendary
650b6df7 FirstItemTimingOffsetRare
c6b053ff FirstRewardFrame
041f4aa1 FirstRewardGroup
c6abb2cb FirstRewardIcon
29b671c4 FirstSelectionAnimationDelay
13def2a4 FirstSpawnPositionOffset
0bfc957b FirstTimeUserExperience
880456aa FirstTimeUxCloseButtonGroup
820b5e15 FirstTimeUxOffScreenPoiTimeout
532faad1 FirstTimeUxOffscreenButtonGroup
bfa71bae FixAccidentalAttackWhileSnared
40574f29 FixAttackMoveWhileSnared
109f3662 FixedAlphaScrolling
ddf13ae6 FixedLoadScreenPosition
bcddc583 FixedOrbitType
4e08731b FlagDefinitions
81a7a5ec FlagRange
9c677a2c Flags
7521711d FlairIcons
92193e53 FlameEffectElement
90f00469 FlashDuration
3c717ef3 FlashOnTimeRemaining
6672ac04 FlashTriggerPercent
9fdc5a73 FlatMpPoolMod
d5f6c8c8 FlatMpRegenMod
73259662 FlavorName
dfe05101 Flee
da5d575f Fleeing
0ffb567f FlexBirthRotationalVelocity
77a8de5d FlexBirthRotationalVelocity0
76a8dcca FlexBirthRotationalVelocity1
8eec1116 FlexBirthTranslation
be07adeb FlexBirthUvScrollRate
b7c94dad FlexBirthUvScrollRateMult
24d0ae4b FlexBirthUvoffset
9f609af8 FlexBirthVelocity
817da519 FlexInstanceScale
e3078fb5 FlexOffset
6fc4ee2f FlexParticleLifetime
772eece0 FlexRate
2b779145 FlexScaleBirthScale
77a68250 FlexScaleEmitOffset
4ffce322 FlexShapeDefinition
10449b28 FlexUvScroll
27c9da66 FlexUvScrollMult
3ea1433a FlipX
3fa144cd FlipY
59c6a802 FlippedMinimapOverride
ff355edb FlippedOverride
f6898e98 FloatSource
93553543 FloatingDistancePerSecond
c1fe84cf FloatingInfoOverride
71451ad4 FluidDynamicsDefinition
ffd7226d FluidPartName
4896f2da FogAlternateColor
023b1fce FogColor
3212e07d FogColorA
2f12dbc4 FogColorB
2c12d70b FogColorG
3f12f4f4 FogColorR
27bdd641 FogEmissiveRemap
c9e5a648 FogEnable
00849744 FogEnabled
3f18b459 FogLowQualityModeEmissiveRemap
832ebb8d FogOfWarProperties
72a72173 FogStartAndEnd
5b6c4f70 Follow
183fe87c FollowGroundTilt
033d98d7 FollowPath
d77c0415 FollowSource
e1d2a478 FollowType
ed86d587 FollowerCrossoverAnimation
403767da FontDescription
10c450de FontFilePathBold
6b777382 FontFilePathItalics
d6c0ce13 FontName
28c538e1 FontSize
dc5cd8f1 FontTypes
d1342bca FooterGrid
7b93a845 FooterGroup
785236f5 FooterHyperlinks
0024f402 FooterScene
24aed824 ForButton
c7a607ff ForCount
78f418c0 ForCountBg
256293ee ForCountIcon
32135189 ForCountPlayerBg
54e85f51 ForIcon
2a648ec4 ForVote
4428d332 ForbiddenWordList
2543480a ForceDrawLast
a7d1e648 ForceLoad
82b131b9 ForceLookAtCamera
09e5cdf8 ForceRenderVfx
2efccaff ForceRestart
cc52e9ac ForceStopWhenDone
c84d1c19 ForegroundAssets
d5eede81 ForegroundIcon
60038edd ForegroundImage
bf19bffc ForegroundVfx
55205acb ForgivenessRange
3458f92b FormatString
0f899ad4 FormationPositions
798fbc5d Formula
b6f5e3b2 FormulaPartRangeStyle
22203dd5 FormulaPartRangeStyleBonus
457f48aa FormulaPartRangeStyleBonusPercent
17788ae3 FormulaPartRangeStylePercent
1edf3401 FormulaPartStyle
9ba89630 FormulaPartStyleBonus
15a3d8c1 FormulaPartStyleBonusPercent
e797836e FormulaPartStylePercent
745628e5 FoundIndex
e47cb43e FountainDetectionDurationSecs
9c332560 FountainTickRestoresHpPenalty
13021b84 FourstarBadge
b0f389dc Fov
a6e81102 FovBone
4e7a0a52 FowCastRayAccurate
45844ce9 FowSlotHighlight
f457386e FowTeam
e9e1a28b FowToggleButton
1a52a449 FowVisibilityRadius
e3444d6f FpsText
65237bf0 FragmentShader
d20a71a6 Frame
f7584cc4 FrameAdvSide
200be3be FrameAdvTop
418e3f54 FrameAlly
e10fd09d FrameAvailable
92974dd8 FrameAvailableIcon
411e354b FrameCenter
8eaec6bd FrameComplete
035658f8 FrameCompleteIcon
21f50e4b FrameDefault
76ef64de FrameElement
b80b3198 FrameElementMap
414e277a FrameEnemy
bb396953 FrameIcon
312ff983 FrameLeft
a66cbd45 FrameLevels
488ea6f4 FrameLevelsSelected
9fdcc7a8 FrameLocked
c95b5341 FrameRanked
9b111ae4 FrameRate
c434b2e2 FrameRateMult
fefdbd8c FrameRight
2a0db0e6 FrameScene
a0c89a30 FrameSelf
08df0d62 FrameUnderlay
f7d516a6 FrameUnranked
00fc3add FrameWhileDead
7b71324f Frames
3c254780 FramesOld
ff72f56a FramesPerSecond
3f0347d4 FreeBg
d7061dce FreeCamShadowFarClipDistance
80eddbe9 FreeCamShadowNearClipDistance
401eaebe FreeCameraShadowExtentXz
50fb1c08 FreeFrameData
2584386c FreeText
2fb31c01 Frequency
9137d3b8 Fresnel
258776e4 FresnelBlue
38ec08cf FresnelColor
0d6bb10b FresnelGreen
78f890ff FresnelRed
dc849b9c FriendButtonDefinition
a052fb1d FriendEditButton
2f36a8c8 FriendIcon
f86554fc FriendInviteButton
296e06d9 FriendInviteIcon
0592cb8e FriendName
8e5a5fa9 FriendOptionsButton
a7db6492 FriendPortraitData
821dd8ec FriendSlotHandles
7d6c1bc5 FriendlyTooltip
be710a63 FriendlyUxOverrideExcludeTagsString
f6af0f2d FriendlyUxOverrideIncludeTagsString
7e80419a FriendlyUxOverrideTeam
dcddaed5 FriendsListItem
bac328a9 FriendsListSceneViewPane
ee4a77b4 FromSlotId
4e748b9a FromValue
23b0c558 FrontTextureName
9e66100a FtuxScene
a0ae36a8 FullBrightnessDurationSec
3ad4379e FullDescriptionTraKey
5abac352 FullItemIcon
7748a39f FullItemNameText
c291a37a FullLossIcon
08706237 FullName
df5ee202 FullPips
4cb55325 FullVisTimeSecs
9ed64249 Function
4f1d51f0 FunctionDef
ed7c7d0c FunctionDefinition
4060ec22 FunctionName
454a414e Functions
620384f9 FutureSightVfx
3e651996 FxDataContainer
9511dba8 FxInScene
a0ae7cfa GainXpVfx_Top
32e358c5 GainedExpText
1f8c185d GainedRatingText
8e96f788 GainedReplay
ca571faf GameIconFull
74ee6ab3 GameIconLit
615e74e1 GameIconMini
dfd76796 GameIconUnlit
ddeddc60 GameMode
ec6ea11c GameModeCharacterLists
8fea3d1e GameModeCustom1
bbbe4f6a GameModeCustom10
8eea3b8b GameModeCustom2
8dea39f8 GameModeCustom3
94ea44fd GameModeCustom4
93ea436a GameModeCustom5
92ea41d7 GameModeCustom6
91ea4044 GameModeCustom7
88ea3219 GameModeCustom8
87ea3086 GameModeCustom9
5d2489ca GameModeDescription
7f9ccdd7 GameModeEventManager
874efc21 GameModeIcon
12bf4c6c GameModeItemLists
0bf2ebe3 GameModeName
707171e9 GameModes
95bd7dd7 GameMutator
b92cedf6 GameObjectBlackboardName
8faaebab GameOverScene
9234480a GamePass
51ed69a7 GamePassIcon
d9363ec8 GameQuitEvent
f7eff847 GameStartEvent
c38bc99c GameStartIconBaseTexture
939434dd GameStartLabs
7697d32e GameStartReplacementTexture
8063dbb0 GameStartSequenceOverride
ca9342e7 GameStartTable
1ad9fdf6 GameStartText
f6a44ab6 GameStartTextScene
14713b68 GameStartTextShowDelaySecs
87f66219 GameStartTextShowDurationSecs
30f2a605 GameStartTraKey
52ce97d8 GameStartTraMap
b7f1a3a7 GameStartVfx
fc59b058 GameStartVfxBottom
56b85896 GameStartVfxStartTimeSecs
81317ee6 GameStartVfxTop
1d094fe6 GameTexture
ec054176 GameTypeFields
cdb026c3 GameWelcomeLocScene
2ae32675 GameWelcomeLocVnVn
709d277e GameWelcomeLocZhCn
79c20682 GameWelcomeLocZhTw
60cff23b GameWelcomeScene
01ef01e7 GameWelcomeVfx
dc2153fc GameWelcomeVfxShowDurationSecs
3ffa2fd6 GameWelcomeVfxStartTimeSecs
5a4ed65d GameplayDuration
d029140a Gamma
7cd4f88a GammaParameters
06d3d9c1 GapWidth
68c9483d GearAlwaysShowSubMeshes
a15a7147 GearButtons
8be14c4f GearMenuScene
394a2548 GemBackground
991a21d5 GemMultiAssetVfx
15ee7518 GemMultiTimingOffset
5f140bf2 GemMythicAssetVfx
b01d273b GemMythicTimingOffset
1c74a084 GemSingleAssetVfx
554e0475 GemSingleTimingOffset
5348f67c GeneralCondition
f4de034c GeneralMetrics
cfe609d6 GeneralSettings
271fb40d GenericBackgroundTexture
df684997 GenericIcon
84a64914 GetAcquisitionRangeUsesAttackRange
4eb5a788 GetPocClampBufferTrapezoid
79b2d636 GetPocClampTrapezoid
75b7ab24 GetPocLockAcceleration
556f29d1 Ghosted
d4957af1 GlobalBehaviors
18f3a14e GlobalCcBehavior
9c95ade7 GlobalExpGivenOnDeath
91ec4446 GlobalGoldGivenOnDeath
0f7352bb GlobalProperties
0da47e35 GlobalRotationTime
6d9c47ab GlobalRotationTimeInSeconds
74eec679 GlobalSpellIcon
2330ee9b Globalslink
de37b388 GlossTexture
6a3827bc Glow
3690bb43 GlowColor
edb4b217 GlowEffectElement
fd6ff5f6 GlowingRing
3c2ecbd1 GlowingRingCycleTime
223109ad GlowingRotatingArrow
5f094353 GodrayFxBone
ec66d793 Gold
e68d14a7 GoldCostIcon
7550a6f7 GoldCostIconDisabled
fab5fd6f GoldDisplaySceneHandle
50e5b6e1 GoldEsportsSupportIcon
91c9edf8 GoldFrame
e2261286 GoldGainVfxHandle
f5a07bed GoldGivenOnDeath
9d7f2df2 GoldIcon
4d3d9423 GoldIconDefinition
67db3cec GoldMineSkinId
6694c2c1 GoldRadius
499064f1 GoldScene
f3eb96d4 GoldText
33a69e1a GoldTextHandle
2781ed6b GoldTooltipTraKeys
b9780647 Graph
d209ff45 Gravity
81bc04be GreaterThan
f614d04b GreyedTimerText
af871a91 Grid
f5e9f0c5 GridButtonData
9e4fbdcb GridCheckFirstCell
c7a58552 GridItemButton
5e6b4e2c GridMaxSize
d975d1a9 GridRegion
c83e08d0 GridSkipFirstCell
583befe1 GroundColor
4b74257f Grounded
5fb91e8c Group
ecf5aab6 GroupDividerGapSize
e3ff8d3b GroupDividerIndex
18bae045 GroupFadeTransitionTimeSec
af939497 GroupFramed
2bbec768 GroupIndex
fb59da5c GroupLink
d0e71bc7 GroupName
d95e9023 GroupSurrenderVoterCount
af6bcb6d Groups
d54e700a GrowthXScalar
508d56d5 GrowthYScalar
2c9b7f0c Guid
cfbebd9f Halo
36da862e HandleInputDuringPause
8d2fbd10 HangTime
e4c35bdc Hard
3c6735f3 HasAttachedAllyBorder
1de9d055 HasBorder
e7d6284d HasColorblindData
da9436ac HasDistortion
d6e5a493 HasEsportsUi
34270dc1 HasFixedOrbit
e013ab15 HasMaxGrowRange
14c80a10 HasOffset
ed87335c HasPostRotateOrientation
2dfce95d HasTimerBar
538effa4 HasVariableStartTime
31d133cd HasVfxPriority
cec577d1 Hash
c7334a55 HdrScale
e488d460 Header
070020ab HeaderBodyText
92831268 HeaderData
7bbe5001 HeaderElements
30c80b43 HeaderGroup
46f39bbf HeaderKey
5c8cfbb6 HeaderSpace
3cf56897 HeaderText
d11e53b5 HeaderTextTemplate
131c35c5 HeaderTitleText
30e01d78 HeaderTraKey
5b59b589 HeadingRowLabel0
5a59b3f6 HeadingRowLabel1
5959b263 HeadingRowLabel2
3a69585b Heal
07de49ad HealFadeDuration
83696efe HealTimeWindow
08e8541a HealTriggerPercent
6b98ed8f Health
2ce80f92 HealthAnimatedMeterSkin
51c83af8 HealthBarData
569b5c9b HealthBarData_AdditionalWorldOffset
6b5e01b4 HealthBarData_CustomUnitBarKey
db23f311 HealthBarData_Scale
f0a3597c HealthBarData_XOffset
96b5978f HealthBarData_YOffset
b48d00a2 HealthBarFullParallax
a02a904b HealthBarHeight
eaa9a443 HealthCostIcon
766638f3 HealthCostIconDisabled
6e2856d4 HealthHitRegion
186be64c HealthMeter
c03c708a HealthMeterSkins
bbb9794b HealthPerTick
e2bc28b7 HealthPercentage
3ba1659e HealthPerstandardTick
c43bf633 HealthRegenText
5a03e317 HealthScarringFeedback
75694838 HealthText
28c620a0 HealthTextScene
125a4873 HealthValueText
a603bc10 Healthbar
22693293 Heat
832c2cd8 HeathBarShake
d5bdbb42 Height
f48c0195 HeightMultiplier
6cb549bd HeightSolver
ca8e1da2 HelpButton
bc53b1f6 HelperText
b1a84d1c HeroId
79dafa57 HexNumber
0e13c7aa HexToRangeMap
b6067959 HiddenUnitCountText
bbd43eee HideAfterSeconds
5b308567 HideButtonScene
5ca738c0 HideEmptyPips
6e9e07b3 HideEnemySpellsOnLoadingScreen
a44e2f70 HideHealthBarFromEnemies
e2d9142a HideModelFromEnemies
9460ac20 HideSubmeshes
5f698fdd HideVfxFromEnemies
102c0276 HideWhenNotViewed
be0bee70 HideWithLineIndicator
e6f2ed02 HidefromSpectator
28df594a HighHeight
1c9ff127 Highlight
e5a8465e HighlightAnim
c50f1c8d HighlightContentTimingOffset
a7fb95f9 HighlightEndTimingOffset
5fc06568 HighlightEndVfx
a19ebeb8 HighlightHealthbarIcons
cd880326 HighlightIcon
c94fc4d1 HighlightOnestar
bf0ea7f1 HighlightOutlineTemplate
11006660 HighlightSegmentData
4c3497f1 HighlightThreestar
b0ef060f HighlightTimeoutSeconds
ef413293 HighlightTwostar
ba4f7505 HighlightVfx
9b3c674c HighlightedMovingBool
6e44dfa1 HighlightsSequence
f581291f HintText
b6f9350f HitArea
478efd6e HitEffectKey
fc2725ce HitFxScale
f3eb6a16 HitRegion
6bf3194e HitRegionElement
900a920b HitTarget
6aa5b63d HitTargetHandle
19bbe6be HolderIcon
afc467eb HomeGoldMineSkinId
49e965dd HomeIconHandle
2c79840f Honor
7dd39acc HordeIcon
cc6c4209 HordeScore
f2706c6e HordeValue
fd3d43af HorizonColor
f4867212 HorizontalAlignment
69988db6 HorizontalBuildTreeConnector
e5c73ef5 HorizontalFillDirection
a1527ead HorizontalJustification
a1a15b6f HorizontalRule
99715a8f HorizontalRulesInSpellTooltips
40589731 HorizontalSpacer
34f18df1 HorizontallyCenterFirstWedge
3f4ed42c HotKeyBg
34794473 Hotkey
09dfef56 HotkeyButtonDefinition
c69133b3 HotkeyButtonTextSmall
837c983c HotkeyEventString
49b51f19 HotkeyModifierText
c8b4c48c HotkeyQuickCastButtonDefinition
558c76b4 HotkeyText
89a709fb HourAbbreviationTraKey
70ceab2d Hover
7a6a4bfe HoverEffectGlowChampion
a793d4e1 HoverEffectGlowTier
cbc740b4 HoverEffectGlowTraitBackgrounds
ff1ac6d3 HoverEffectGlowTraitIcons
c9a8f32b HoverFrameIcon
23fd2f24 HoverGlow
dcfb1668 HoverIcon
b0f73ebf HoverIconColor
0177d8c9 HoverIconDefinition
8fa18585 HoverIndicatorMinimapOverride
36cddb74 HoverIndicatorRadius
4789ec63 HoverIndicatorRadiusMinimap
20faec19 HoverIndicatorRotateToPlayer
ecc8a7d2 HoverIndicatorTextureName
e0346e4b HoverLineIndicatorBaseTextureName
5bb930bf HoverLineIndicatorTargetTextureName
2a062e78 HoverLineIndicatorWidth
53ac2647 HoverLineIndicatorWidthMinimap
c67f5ef5 HoverRegion
6814cded HoverSceneHandle
add98956 HoverStartVfxName
bcd200cf HoverStateElements
4841faf0 HoverTarget
0bdd80f6 HoverText
143e4d96 HoverTooltipOffsetAboveTitle
67ddf4a7 HoverVfx
dbc03b26 HoverVfxSystem
7a19f501 HpInhibitor
ef6e71d8 HpMaxBonus
0fd6a4da HpPerLevel
643cb399 HpPerTick
cc3ef161 HpRegenPerLevel
643db497 HpUpgrade
2bb2b6b8 HpUpgradeGrowth
d438afe4 HpUpgradeGrowthLate
15988bbb HpUpgradeLate
60c21d40 HrBottom
c9338d72 HrBottomSubScene
bb9bff1e HrTop
77d086c4 HrTopSubScene
e1d30578 HtmlStyleSheet
dc5adca5 HudAnchorPositionFromWorldProjection
fda22aa1 HudCenterFrameGlowData
bd983bd7 HudLayerAspect
f7467a8d HudLayerDimension
c6d57a29 HudLayerStretchFullscreen
227212f5 HudMuteEvent
fdb91217 HudTraitUnitSlotBorders
ce58156a HudTraitUnitSlotTemplate
3ffe79cc HudUnmuteEvent
e61bae9c ILevelBehavior
6d3db6e2 ILevelController
995ca734 ILogicDriver
eb31be9b ISequenceAction
b7d67a62 ISequenceLocation
03f977bc IceColoration
e64015f0 Icon
154331ac IconActiveHover
089aff69 IconAvatar
c0ab34d4 IconBackground
b55d10c3 IconBackgroundPath
f483e2e5 IconBackgrounds
ced9b4b1 IconBorderNegative
96303725 IconBorderPositive
7e7d5789 IconCenter
e67284f4 IconCircle
241e976e IconCircleScale
d53eb84d IconDefault
908e7d93 IconDisplayStyle
0b54b7b8 IconElement
13797b1e IconEnableTime
d8c93d9d IconFrame
d27028bb IconFrameHandle
07dd4e76 IconHandle
e931d410 IconHandleDelayed
367518a2 IconHover
0944d842 IconHoverOverlay
bfc599ad IconId
954a4a29 IconInactiveHover
9318830f IconKey
c14e3a70 IconKill
3748b131 IconLeft
ae8b727c IconMaskRegion
c9becee9 IconMaterial
fc31b31f IconMinimap
f82efec6 IconNeedsFrame
32073228 IconOverlayElement
1dd027ec IconOverrideTexturePath
77274757 IconPath
ddbda0d2 IconRight
0f4122b2 IconScale
19bbc023 IconShadowT1
1abbc1b6 IconShadowT2
50ce2e41 IconSize
ac473fef IconSquare
8ddbeb4b IconTexture
2458369c IconTexturePath
f9e1dd39 Icons
4d7266ff IconsForCurrency
37386ae0 Id
8acc5bba IdleAnim
74180b10 IdleAnimationName
84186f3c IdleParticlesEffects
483b1c21 IdleSheenInterval
e5bc4657 IdleSheenIntervalSecs
5f2af0b8 IdleVfxSystem
c1393f47 IgnoreCollisionOnPlacement
2da02c5b IgnoreCombineRules
b824a2c2 IgnoreDisabledElements
487fcd1a IgnoreGlobalScale
e8926662 IgnoreQueue
82e66356 IgnoreReactivationForOutsideUndoFlowItems
59c20478 IgnoreTimer
678523a2 IllustrationIcon
efcfec1a IllustrationIconDisabled
a3a2f55a IllustrationIconElement
30a89681 IllustrationIconPath
a63b5841 IllustrationIconPathDisabled
b35135fa Image
d0f1f287 ImageAssets
c76fd482 ImageInfo
ccfa8ab2 ImageOverride
178f85d1 ImageOverridePath
f511a169 ImagePath
21753196 ImgIconPath
1e71b297 Impact
b9516a6f Importance
60f740c4 InEase
93909e07 InGameReportAndMuteModal
2a2265d5 InQueueMusicState
d0266d4b InRangeOfTower
ef01af58 Inactive
98059c83 InactiveBodyKey
0b717735 InactiveDefault
007af3da InactiveGameInviteIcon
f06d87ba InactiveHover
e59d38e9 InactiveIcon
71932351 InactiveSelected
d6b1c46b InactiveSelectedStateElements
78ba88b4 InactiveStateElements
2dcd4365 InactiveTitleKey
5033088b InactiveTooltipTraKey
027b13c9 IncludeMaxHealth
90d6b20c InclusionChecks
626362d8 InclusiveIteration
a2182cc1 IncomingDamageBar
61b34f70 IncomingHealBar
